timestamp,proton count
2022-03-09 14:34:27.464,3807000000000.0
2022-03-09 14:35:28.064,3790000000000.0
2022-03-09 14:36:28.655,3812000000000.0
2022-03-09 14:37:29.245,3781000000000.0
2022-03-09 14:38:29.826,3789000000000.0
2022-03-09 14:39:30.415,3822000000000.0
2022-03-09 14:40:30.992,3735000000000.0
2022-03-09 14:41:31.567,3762000000000.0
2022-03-09 14:42:32.148,3773000000000.0
2022-03-09 14:43:32.743,3718000000000.0
2022-03-09 14:44:33.352,3781000000000.0
2022-03-09 14:45:33.940,3772000000000.0
2022-03-09 14:46:34.524,3788000000000.0
2022-03-09 14:47:35.113,3790000000000.0
2022-03-09 14:48:40.503,3813000000000.0
2022-03-09 14:49:40.491,3794000000000.0
2022-03-09 14:50:40.478,3741000000000.0
2022-03-09 14:51:40.493,3763000000000.0
2022-03-09 14:52:40.506,3771000000000.0
2022-03-09 14:53:40.520,3751000000000.0
2022-03-09 14:54:40.519,3802000000000.0
2022-03-09 14:55:40.503,3773000000000.0
2022-03-09 14:56:40.480,3823000000000.0
2022-03-09 14:57:40.468,3823000000000.0
2022-03-09 14:58:40.465,3787000000000.0
2022-03-09 14:59:40.448,3790000000000.0
2022-03-09 15:00:40.443,3730000000000.0
2022-03-09 15:01:40.445,3799000000000.0
2022-03-09 15:02:40.433,3763000000000.0
2022-03-09 15:03:40.430,3794000000000.0
2022-03-09 15:04:40.435,3787000000000.0
2022-03-09 15:05:40.430,3780000000000.0
2022-03-09 15:06:40.430,3789000000000.0
2022-03-09 15:07:40.423,3819000000000.0
2022-03-09 15:08:40.413,3811000000000.0
2022-03-09 15:09:40.409,3816000000000.0
2022-03-09 15:10:40.424,3779000000000.0
2022-03-09 15:11:40.433,3836000000000.0
2022-03-09 15:12:40.422,3784000000000.0
2022-03-09 15:13:40.417,3774000000000.0
2022-03-09 15:14:40.418,3768000000000.0
2022-03-09 15:15:40.426,3808000000000.0
2022-03-09 15:16:40.431,3799000000000.0
2022-03-09 15:17:40.428,3784000000000.0
2022-03-09 15:18:40.420,3802000000000.0
2022-03-09 15:19:40.428,3801000000000.0
2022-03-09 15:20:40.437,3741000000000.0
2022-03-09 15:21:40.448,3755000000000.0
2022-03-09 15:22:40.451,3801000000000.0
2022-03-09 15:23:40.461,3777000000000.0
2022-03-09 15:24:40.479,3797000000000.0
2022-03-09 15:25:40.482,3810000000000.0
2022-03-09 15:26:40.490,3812000000000.0
2022-03-09 15:27:40.482,3791000000000.0
2022-03-09 15:28:40.483,3785000000000.0
2022-03-09 15:29:40.493,3768000000000.0
2022-03-09 15:30:40.496,3828000000000.0
2022-03-09 15:31:40.505,3794000000000.0
2022-03-09 15:32:40.497,3811000000000.0
2022-03-09 15:33:40.481,3848000000000.0
2022-03-09 15:34:40.481,3834000000000.0
2022-03-09 15:35:40.486,3806000000000.0
2022-03-09 15:36:40.491,3767000000000.0
2022-03-09 15:37:40.511,3789000000000.0
2022-03-09 15:38:40.525,3845000000000.0
2022-03-09 15:39:40.530,3785000000000.0
2022-03-09 15:40:40.533,3785000000000.0
2022-03-09 15:41:40.555,3801000000000.0
2022-03-09 15:42:40.574,3760000000000.0
2022-03-09 15:43:40.591,3758000000000.0
2022-03-09 15:44:40.616,3790000000000.0
2022-03-09 15:45:40.637,3799000000000.0
2022-03-09 15:46:40.641,3820000000000.0
2022-03-09 15:47:40.645,3811000000000.0
2022-03-09 15:48:40.655,3814000000000.0
2022-03-09 15:49:40.672,3833000000000.0
2022-03-09 15:50:40.693,3763000000000.0
2022-03-09 15:51:40.707,3834000000000.0
2022-03-09 15:52:40.719,3840000000000.0
2022-03-09 15:53:40.739,3776000000000.0
2022-03-09 15:54:40.751,3780000000000.0
2022-03-09 15:55:40.739,3793000000000.0
2022-03-09 15:56:40.718,3793000000000.0
2022-03-09 15:57:40.695,3804000000000.0
2022-03-09 15:58:40.679,3806000000000.0
2022-03-09 15:59:40.666,3789000000000.0
2022-03-09 16:00:40.674,3790000000000.0
2022-03-09 16:01:40.689,3770000000000.0
2022-03-09 16:02:40.703,3808000000000.0
2022-03-09 16:03:40.716,3777000000000.0
2022-03-09 16:04:40.731,3736000000000.0
2022-03-09 16:05:40.751,3822000000000.0
2022-03-09 16:06:40.738,3746000000000.0
2022-03-09 16:07:40.726,3818000000000.0
2022-03-09 16:08:40.725,3755000000000.0
2022-03-09 16:09:40.738,3834000000000.0
2022-03-09 16:10:40.744,3802000000000.0
2022-03-09 16:11:40.749,3777000000000.0
2022-03-09 16:12:40.772,3782000000000.0
2022-03-09 16:13:40.792,3790000000000.0
2022-03-09 16:14:40.806,3736000000000.0
2022-03-09 16:15:40.812,3789000000000.0
2022-03-09 16:16:40.834,3794000000000.0
2022-03-09 16:17:40.856,3770000000000.0
2022-03-09 16:18:40.886,3802000000000.0
2022-03-09 16:19:40.904,3743000000000.0
2022-03-09 16:20:40.923,3768000000000.0
2022-03-09 16:21:40.920,3804000000000.0
2022-03-09 16:22:40.909,3794000000000.0
2022-03-09 16:23:40.898,3782000000000.0
2022-03-09 16:24:40.909,3810000000000.0
2022-03-09 16:25:40.923,3714000000000.0
2022-03-09 16:26:40.942,3745000000000.0
2022-03-09 16:27:40.949,3826000000000.0
2022-03-09 16:28:40.970,3798000000000.0
2022-03-09 16:29:40.992,3789000000000.0
2022-03-09 16:30:41.011,3788000000000.0
2022-03-09 16:31:41.040,3821000000000.0
2022-03-09 16:32:41.066,3765000000000.0
2022-03-09 16:33:41.098,3788000000000.0
2022-03-09 16:34:41.135,3803000000000.0
2022-03-09 16:35:41.171,3792000000000.0
2022-03-09 16:36:41.198,3743000000000.0
2022-03-09 16:37:41.206,3791000000000.0
2022-03-09 16:38:41.201,3772000000000.0
2022-03-09 16:39:41.186,3766000000000.0
